etichetă_joc,total_încercări,cuvânt_găsit,secvență_încercări
537,11,PROTIPENDADĂ,A B M E R C O D T Ă P
538,11,COALĂ,A R B N Ț G M Z C D L
539,6,GRATIS,H I R O A T
540,9,FOTOGRAFIAZĂ,B F N T R A I Z Ă
541,11,SONI,B E T Ă C Ț D I P R S
542,16,NECIOPLIRII,B R T C A O S D N G M U P Ț Z I
543,8,BERSALIERI,A R O C L B Ă S
544,18,FREAMĂTE,A C T U H N I K Ț P E O S G L M Z Ă
545,8,BEȚIVI,A E S K P T B Ț
546,12,INSTRUIESC,A C T O B I S Ț D N F U
547,15,SFENOIZI,A D L N R C O T G H M P S F E
548,7,MALIGNITĂȚII,A T Ă Ț M G N
549,10,ASIMILAȚIILE,B R C E O L I T S M
550,9,ELECTROPATOLOGIEI,C M E T R O P A G
551,5,CEPELEGI,C P A G I
552,5,BRASISTE,B R A I E
553,12,HIPOSENSIBILITĂȚI,F O T E N I B Z H P Ă Ț
554,11,IMPLEX,A D O F R S Z L M P X
555,11,PREJUDICIOS,A E P M R J U C L O S
556,11,FILOSOVIETIC,B A C O E T R Î F I V
557,6,ÎNNOITOARE,Î O I A R E
558,9,NATURALIZAȚIEI,A T U R I S Z Ț E
559,8,VAGAȚII,C N Ț E I L T G
560,10,MEZOGASTRICI,E R O S T I N M Z C
561,6,PRATENSIS,A N T P R E
562,13,IZRAELITE,A I U B C R N M P F V T Z
563,10,SINCRONIZEZĂ,S C R O M T Z A E Ă
564,7,PLÂNGĂCIOÂI,P L G Ă C I O
565,9,LUBRIFICATOARE,L U R F C A T O E
566,6,ÂĂINĂLI,C H V Â N L
567,13,MILOGEALĂ,A C P R U V B O L E N M I
568,13,MASELOTĂ,A B U C O L E M R D P I Ă
569,6,PALA-VRAGIU,P L V R I U
570,7,CHELNERIȚĂ,H R I Ț L N Ă
571,11,ÎNCUIETOAREA,A L D I N R Ț Î U T O
572,9,CONTRABALANSATE,A N T I C O B L E
573,10,ANTICOMUNISTE,A N T L O M U Â S E
574,17,LEDIANĂ,A B C T O M N Ț E U I X S Z V P D
575,15,FOTOTEODOLIT,A N P B C O S E Z M R L U F T
576,15,HAPALOSTILE,A C I V F N R P O U H L Ă Î E
577,6,FRUNZA-N,I F R U N Z
578,4,REDA,D N T E
579,14,TADJICILOR,A U C V J E S G P M T I L O
580,11,MĂCAIE,A C G L R N O S T Ă I
581,3,SPEECH,S P H
582,7,DEPLINĂTĂȚII,E P L I N T Ț
583,8,GASTROINTESTINAL,G S T O I N E L
584,12,SPULBERATĂ,A C L T Ă F P O E D S B
585,8,CAPITELURILE,A N C P I T E R
586,14,COPILUL,B E C A I V M N T H Ă O D P
587,9,SIBIAÂE,B A N E G L M R Â
588,16,VREDNICI,B R U G M Â T Z O J S H V E N C
589,15,POȚIUNI,A G L E Â R S T Ț C X Ă O U N
590,10,ORÂNDUIRILE,G P T O Â N D U L E
591,8,VIFORI,C D Ă E R M F O
592,6,BRAVI,A B Ț N Ă V
593,19,ÎNTÂMPLĂRI,A B C D E M O I S R U F V Z Î N T Â P
594,14,DOMNITORULUI,A D V S B M Ă C I E O L N T
595,8,ÎMPERE-CHEA,B Î M P R C H A
596,9,REAPARIȚIUNE,G M N T R P I Ț U
597,8,CALAMBURISTIC,C A L M B R S T
598,7,GRĂMĂTICIEI,R M D T I C E
599,6,TÂMPELII,C M E T I L
600,7,INA-MIC,Â D F I N M C
601,16,PROFEȚEÂTE,A M R U E I O L N T Ț Ă S D B Â
602,3,LINÂÂND,L N D
603,18,MIGREAZĂ,B O U S C D T F I M E N V Ă L P Z G
604,20,PILULĂF,C O A N L Â D Ț H R K Ă E T U S Z G V F
605,14,ORIENTĂRILE,B I Â R T U D G A E L Z M Ă
606,12,MICROCLIMATE,B C O Â D H E R A Z M T
607,3,POLICICLICI,P O L
608,9,RANZI,A C P B O N E M R
609,16,GEORGIANĂ,A R S B M Ă L C U D T F O Z G N
610,5,RELATATE,C G T A L
611,13,FUZIBILE,A M L E N R C T U D Ă Z B
612,17,VIZIONĂRI,A B Â I T D E V U L M F H O C Ă N
613,10,INCURAJATĂ,V N T Ț R I E C U Ă
614,9,HUDIȚEI,A U I L R S E O H
615,6,MEDALIILE,A G T E D L
616,16,LUTERANISM,B S T C D U I O N G E P L Ț V M
617,8,MINOLOGHION,B D V M N O G H
618,15,OMOGENIZARE,A C D L U S B E G T H O M Z R
619,12,CONTRAANCHETĂ,C U R E Ț S T I F A H Ă
620,10,GASTROENTEROPTOZĂ,G A S T O E L P Z Ă
621,9,FREZIE,A N B M C T Z F I
622,12,REDUPLICĂRI,I A T N M P O R E U L Ă
623,7,DUCĂ-SE-PE-PUSTII,U C Ă S E P I
624,9,TRANÂEI,N S B R T F E C I
625,9,ANCHILOZAȚI,A L C M N Z Ț E O
626,18,RICANEAZĂ,A E N T R I F D L O Â S Î B X P V Z
627,9,TEMPERATURII,D P R C M N T U I
628,8,RETORTEI,A U M R P F E I
629,10,VICTORIANĂ,B C E L T O R A N Ă
630,15,HĂRTĂNESC,A B G C I D E L T U P N Â Ă S
631,7,COCÂRȚEALĂ,O Â R E A L Ă
632,10,AUTOIMUN,A G L C N O T B S U
633,16,DĂRUI,A L T B Ă N C D E F G H J P M R
634,8,CENTRIPETĂ,B L C N T I P Ă
635,17,RECREAȚII,E S N B U O D L I M V X F T Z R Ț
636,16,COTIT,A D L N Â P U R S Z Ț E H T Ă O
637,9,ÎNGRIJORATĂ,I N R O A E Î T Ă
638,10,ZECEA,B C L G I M R Ț T Z
639,10,ERUPTIVITATE,A F E C N P O R U I
640,5,VIVISECȚIEI,D V E C Ț
641,11,MANUFACTURIAL,D A R S N E M U C I L
642,14,ÎMPÂSLIREA,C Ă D E I T M A Z B Â Î L R
643,11,DEZNODAȚI,Î B O R G A Ț I P Z N
644,5,ZILELE,B I M R Z
645,10,DEPLASTIFICATORI,D E P L A T F C O R
646,13,DIESELIZĂRI,E C R B U M S L Â P Z A I
647,11,GIRL,A D G O J P V Â F U R
648,11,COLNĂ,A E Ă Z I M P U O R N
649,5,DECAPANTE,D C P N T
650,10,MUSEUM,A B C G J L M Z N S
651,10,OSTROVUȚE,T E C G L R N V U Ț
652,10,ALCOXIZI,A B C N G U E O Z X
653,12,VERIGELEI,D N Î P R M T F S G I V
654,12,SCULI,A F I E L P Z H O T R U
655,8,DISECE,B L N P Z C D S
656,15,PROCTALGIE,B S T R C Ț U E L M O D N P G
657,9,TĂRCĂTURĂ,E O S U N I Â Ă C
658,8,MANIFESTANT,A N T I C L M E
659,6,ROÂIE-CENUÂIE,O Â I E N U
660,11,NEVINOVATE,E C S F V D T Ț O M A
661,5,TÂRGU-JIU,T Â R J I
662,13,PIZZERII,A C H Ț I N L D G S T R Z
663,20,PALPARE,B O C N E Z S V D M G I H U Â Ț P T Ă R
664,13,PIPERNICII,A B E I S U D F H L M R P
665,5,IGRASIOÂI,G A S O Â
666,9,FORRNEZE,B R D C L N Ă F E
667,5,REÎNTRONARE,E Î T O A
668,8,BUBULIȚĂ,A E I C U R Ț Ă
669,13,PIEZOGRAFIEI,C D F L M Z O A T H P E G
670,5,ORATORILOR,M R A T I
671,8,MOARTE,A C D U E T J O
672,8,CONORĂÂENI,A C H O N R Ă I
673,15,ALERGIDĂ,A M B N Ț S Ă C D E H V G O R
674,6,ALBE,C I R B Ă E
675,9,PENULTIMA,A T U N C D I L M
676,11,DEÂERTICĂ,B L T C M D F Â R S Ă
677,7,UTILITARISMULUI,A N T I L R S
678,5,ONCOGENE,A D O C G
679,13,RADIOLUMINESCENȚĂ,N D S P R A O L U M E C Ă
680,16,CAZUIÂTI,A R B Ă C E D G J L M N Ț T Z Â
681,12,DESTĂINUIRII,A C N E M O I L D S Ă U
682,9,CONJUNTIV,C O F D J T Ă I V
683,8,ACCEPTOARE,A L N T U R P O
684,15,PROACȚIUNI,A B C E T R Z D P U M S L O Ț
685,20,EPATĂRII,A B O C D F U G J L Ă T M E N V Z H Â P
686,4,COROLARELE,C O A E
687,8,CUCUTĂ-ÎNVENINATĂ,U Ă Î N V E I A
688,11,USCĂTURICĂ,B I E X L U F N Ă S T
689,11,DUBIRE,A P Ă T O U E C X I B
690,4,CAMPAT,B C M T
691,9,BARONESE,B L G I O N T R S
692,12,INTERCOMUNAL,A G I E F R Ț T O M U L
693,10,STEREOPLANIGRAFE,S T E R O L A N I G
694,13,POEMUL,B I N R M C T L D P S V E
695,7,SULIMANURI,L M N Â S A R
696,7,PLUGUȚE,C I R P L G E
697,8,ACRIDOLOGIEI,A L M R D O G E
698,11,CVASIPARTICULĂ,B C O V A I P R T U L
699,7,GENEZA,B M T N R Z A
700,10,AMPELOGRAFI,A C R T M P O G F I
701,8,SENZUALITATEA,S N O U A L I T
702,13,IZBUC,A S B R M N T Ț G O E Z U
703,20,NEFUNDAT,B C M L I A R N O D V Ț T S Ă G P Z Â F
704,9,ZGOMOTOASE,B P R T Z E G M S
705,13,LUNGAN,B L Ă F N O I M P T D J A
706,6,EVREILOR,A I C E R O
707,11,MILOSTENIILE,A C D N R Z M I L S T
708,16,RULA,D J N T Ț E I H C G M Z O L B U
709,5,CHEMITIPIE,C E M I P
710,10,MANDANȚI,A N O C E I Z T X M
711,14,ROGOZOASĂ,A L N U R I M E O Î D P Z Ă
712,14,PODESC,A U B L O S H D F G Â V M P
713,7,PARTERE,A Â F L N E R
714,17,SORĂ,A U B C D Â F G H I E L M N O P S
715,6,FANTASMATICI,F N T S I C
716,9,VIȚA-EVREILOR,F V I A C E R L O
717,10,PSEUDOBACE,A I N E C R P U O B
718,8,AMBIANȚI,A B E D F M R I
719,12,OBȚINUT,A P B L F M N E R Ț I O
720,11,GÂLCEVIRII,A E O H R M F Â L C V
721,7,ESTACADĂ,A I P E T D Ă
722,13,PORCĂRII,B D N C E P A M Ă Â T U I
723,10,MULTIMILIONARĂ,U L T A R D O N E Ă
724,14,COLESTERINĂ,B D L N V S C I T U H P R E
725,4,URBANUM,R B A N
726,14,TRANZACȚIILOR,A B Z I E P V T N S O M C Ț
727,15,MINE,B I D S G U L A O R T V Z Ț M
728,14,HEDONIST,A C F L P E I S X G H B D O
729,9,SFAROGESC,C R J I V F A G E
730,7,DEBAVURATOARE,D E B V R T O
731,17,ESTROGEN,A M B Z S Ă N D T I E H C F P L G
732,17,PRINCIPIILE,A D J F L B N R O I M Z X G U Î P
733,7,SUMANE,A L N I P E U
734,12,ROÂESC,B U C A V T F I M E R S
735,9,HÂRÂITOR,B C F G H R I U O
736,3,FĂCU,C Z F
737,8,LASCIVITĂȚII,C L F T Ă Ț S V
738,8,COACĂZĂ-SĂLBATICĂ,C O Ă Z L B T I
739,16,LITOURI,A B E R C D F T Ă N Â P V U G O
740,18,GRAJDULUI,A B C G R I Â N E S D P M Ă T H O J
741,3,RIMEI,A M E
742,13,SALINI,A U B T C N F G H M P O S
743,20,GRANATĂ,A B C D Ț I T F M N E V U Â O L P Z S Ă
744,15,RĂZBEÂTE,B L C R A G H M S P U I Z E Â
745,16,FEDERALI,B S C D M L O N T P U V I G E F
746,5,DEGETAR,D A B R T
747,12,LĂBOÂI,A E G N R M U B J Ă L O
748,17,PÂNTECUȚE,B C A F O G M P R D Ă S Â I N T U
749,9,RECONFORTANȚI,E C O F T A Ă Ț I
750,12,PLÂN-GĂTOARE,O R N D S P L G Ă T A E
751,14,NUDICOLI,A G P U D B F H Z M N V C O
752,9,BUMBĂCARIȚĂ,E U L M Ă A R I Ț
753,8,SPANACULOILOR,S A N C U L I R
754,6,PLIEZE,A I L S T Z
755,15,NEOLATIN,B L S C N T U D R V G I Â P O
756,10,AGLUTINĂRI,A B R I Z G L N E Ă
757,3,EDECLIII,D L I
758,4,NESERIOS,N R I O
759,13,ETEROFONĂ,A B C O I L G M D F R T E
760,6,PATRIARHALITATE,P A I H L E
761,12,OPOZIȚIA,B D L M N R Z E P Ț F A
762,9,VOPSITORIA,C R L T Â V S I A
763,9,AUTOTERAPIE,A G T O C R Ă P I
764,9,INFECTO-CONTAGIOASĂ,I N F E T A G S Ă
765,12,GIMNOZOFIST,A B C M L E G I N F T Z
766,14,ANTITETICITĂȚII,G L T O C H I P M R E Ă S Ț
767,5,AURICULELE,A R I C E
768,11,ÎNDE,A T Ț I U S Î R C Â D
769,2,SECERE,C R
770,7,PASEISTĂ,C G P A I T Ă
771,7,LIPSEASCĂ,H L I P E A Ă
772,10,NECONVERTIBIL,E C O P T S V R I L
773,19,EFICIENȚĂ,A P B O R L E I D Ă S G M U Â T V F N
774,8,PSEUDOSCORPION,S E U D O C R I
775,9,TONOMETRUL,A E C O I M R U L
776,9,ELECTROCARDIOGRAFICI,E T R O A D I G F
777,13,LOCUIRE,A B U E C F P Â D O N J L
778,10,OBOVALE,T I S N O E V R U L
779,3,MOCICOLI,M I L
780,11,JURI,A B N Z Ț C L D R H J
781,10,PROSECTOR,I L R B F E G S C T
782,5,STUCURI,E I R T S
783,16,MATELOTAJE,C R F H O B G N U I J T E D S L
784,13,GLASIU,A E N C O F G D P Ă B S I
785,11,EPITERMALI,A E L U O I C S D T M
786,7,REASIGURATOARE,E A S I G U T
787,13,VULCANOLOGIC,R I Ț E D Z U L C N T O G
788,5,VASISTASURI,V A I T U
789,11,BYRONIENI,A G L S M P R O B Y N
790,17,ETNARHII,B C O N M F L A Ț P R U X D T Ă H
791,10,AUTOGHIDAȚI,A C N R U O G H D Ț
792,6,PREVESTEA,C T R P V S
793,7,MATERIALIZATOR,M T R I L Z O
794,10,CONTRIBUTORIE,C M P N T A I B U E
795,12,BIJUTERIE,A D M P B Z S L I J T E
796,13,ÂIROADĂ,B I D J R E F T O M C U Ă
797,14,NAFTENĂ,B L I P R S O C F E U D N Ă
798,16,ROTUNJEÂTE,B M N C P U R Ț H F T I S L J Â
799,6,NOTAREA,R Ț E G O T
800,7,FÂNTÂNIȚĂ,F T A E I Ț Ă
801,10,CONSPECTĂM,A O N P E T I Z Ă M
802,11,PLOSCAR,A G B O F U P E N S R
803,8,EGOCENTRICI,A R M E O C N I
804,9,CONCESIILOR,A N O G C Ț S R E
805,8,TRANSFERAȚI,A N K T S E Ț I
806,6,STAVILO,A L T R V I
807,5,DEX-TERITATE,D X T R I
808,9,RĂSCUMPĂRABILĂ,R S C M P A B I L
809,10,ISPITELOR,A C E R U I T O D S
810,4,CICATRICIZAT,I A T R
811,7,ORGANICIENI,A D O R G C E
812,8,RESPECTE,C R Â N F S G P
813,13,GAZARE,B T C N S I Â F G E M P Z
814,9,COADA-HÂRȚULUI,C O D H Â R U L I
815,19,LĂCRIMEA,A B C Ă I Ț T D X G L U S Î N Z O P M
816,13,STIMAT,A L E N T C G R J O P Z S
817,7,COVĂSIT,B C O A Ă I T
818,21,PORICALE,B Ț D J O R C T F G L I N Ă Z U V S M Â P
819,6,FOTOGRAFI,I D T O R A
820,17,CONSTITUIA,B E G Ă C A P T R O J V Ț Î F I S
821,3,BARZĂ,B A Ă
822,4,HERNIAR,H E I A
823,7,VALORIFICARE,A L O I F C E
824,8,COASTĂ,A E I L T Ă U O
825,9,FUNDAMENTEAZĂ,E R F U N M T Z Ă
826,12,MACHIAVELIC,A E R F I N S G P M C H
827,6,DETUNĂTURĂ,A D E T N R
828,14,GHIOCULUI,C A B E L M R T Ț G F Z U O
829,9,AUTOBUZ,A C E P U T S Â Z
830,9,ANAFRODIZIACE,A N F O D S Z C E
831,9,SACRIFICATOR,A C R F B E T L O
832,9,NEAMȚULUI,C O P N E A Ț L I
833,20,PUNGAÂĂ,A B C I E U D T Ț O S V L G R M X P Z Â
834,4,MI-LITAR,M I A R
835,14,ÂLAGĂRE,A E Z B C P O F G S M R I Â
836,4,ULAK,B D L K
837,12,RUDENIE,A N E Z U Ț C V H L P R
838,14,LASOURI,A C N R G V E J I Ț Ă M S O
839,9,URECHELNIȚE,C R A I S E H L Ț
840,20,VASTEI,A B C U G S T F N O R P H L M D J Z Ț V
841,7,NĂSCOCEÂTE,E S O T I Ă Â
842,10,ESELĂ,A F E T B C I U D S
843,10,ȚISTUI,E A L R T O Ă Y U I
844,13,SONETĂ,A R B I O E T F C M H P S
845,8,PARACISTITEI,C U N P E I S A
846,11,GHELMES,C I L P G N Â R S T M
847,14,METALIFERE,C D O S Z N R U A H M T I F
848,13,PREMENOPAUZEI,A N E O G T C M P S D U Z
849,7,STINGE,A D F G T I S
850,3,DIZEUZE,D I U
851,6,TIMINI,B D M Â J T
852,18,GRIPEAZĂ,A B C U D F R M N E T O H S L G P Z
853,17,ÎNNEGRITE,A C D L N H B I Ă O U E P F S Î G
854,12,NOIEMBRIE,A B J C Â F M L Ă I N O
855,6,ÎNGRĂÂĂMÂNT,Î N G R Ă M
856,16,GĂMANI,B C D G A Ț R N S J F L E U H M
857,14,BERTĂ,B A R C Â F H I L P S X Z Ă
858,4,MIRESMA,I E S A
859,5,OPRIM,F N P R I
860,8,DODECASTIL,E I C T O R S L
861,10,HIDROAUTOMAT,G H I R A V P U T M
862,15,SEXTUPLĂ,A E C N G P L R Z T I X F H Ă
863,9,SUFLETULMORȚILOR,S F L T M O R Ț I
864,8,CERCETAÂI,R L A Ț T Â Ă I
865,12,DEBITĂRII,A C D B T O P Z Â R H Ă
866,7,DEVONI,A B C D E N I
867,16,HAPLOID,Z B D I G Ă N T L S O R Â V E P
868,12,CORDITĂ,A B F U G E O I S C D Ă
869,8,SIBILELOR,A B R S O P F I
870,10,CRENGII,A G N Ț C H P Z S R
871,6,CALABRIAN,A L Â R I N
872,4,TORCĂTORI,O R C I
873,16,SILEAF,A M T C Â I Ă E N H O P U V B F
874,9,PREDILECT,A C H G P R D I T
875,11,CONSPECTIV,A B C D E I L O S P V
876,7,MUSCĂ-VÂNĂTĂ,M U S C V Â T
877,8,CLIENTELARE,A C T I O B L E
878,8,DANTESCĂ,A C R N L E D T
879,10,LINICULTURĂ,B M R Z V L N C T Ă
880,7,PROTEJAREA,O C P L T J A
881,10,DUELIST,A B C Â H I E D L T
882,10,DEGLACIAȚIE,A M R D E P Î G L Ț
883,5,TERMOPROTECTOR,E R M O P
884,13,PROFUNDE,A N O B E R C T I Ă D S U
885,18,INTERSCHIMBĂ,A G L M O E S T Z I D Î R P F C H B
886,17,SOLIZI,B T Ț C J L P S R G N V M E D Â Z
887,10,COSEA,C I R U B O L T J S
888,7,ANTECALCULAȚII,N T E C L U I
889,9,PREASFINȚIEI,A M L P R E F N Ț
890,10,COROSIVE,A D E R B C O M J V
891,12,MONOCELULARĂ,A D N T B M I O E L R Ă
892,18,ÎNTREGUȚĂ,A B F G O S C D R I T E P V U H Ț Î
893,10,PERFORMANȚE,C I M U P F O A N Ț
894,5,PREPARAȚII,A L E R Ț
895,6,FIZIOGRAFE,I O G R A E
896,18,MANECHINE,B O C H E L S R T Z Ă N P U D F G M
897,7,ÎNCĂLZIRILOR,N C Ă Z I R O
898,3,ȚITICI,M T C
899,8,MOACĂ,A C L I R Z N O
900,1,TATI,I
901,11,CONFESIUNII,A R H L O E M N F S U
902,19,ASORTEZE,A C D F G L I Ă N O Â B R M P J S U T
903,11,SOMATOLOGIA,B C N T R M A D G I S
904,7,VĂCSUIASCĂ,F V E Ă C U A
905,5,ȚÂFNE,A L Â F E
906,11,MARAMEI,B G T L N R C M H Z I
907,16,PORTARM,B Ă O D C E N S U Â F J M I P T
908,17,ACROPOLE,A B O G C F D U I S P X N M J Ă L
909,18,HAÂMEI,B E Ț F H N D R T Z C S M Ă G U L Â
910,16,PICIORUG,A B T I H U L D E O N P Â Î Ă G
911,21,FONDATĂ,B C G L N V M D R S T Â Ț P I E Ă H Z J F
912,7,DIGITAȚIA,B D G A L M Ț
913,10,INGAMBAMENTO,B R C O M N D I G T
914,12,PRĂPĂSTUIASCĂ,T O B C I R M Î N P Ă S
915,12,RECOMANDABILI,F C O N T R E M D Ț B L
916,3,CHIRIGIII,H R G
917,8,SUPOZIȚIILOR,M S P O I Ț L R
918,12,DEMOCRATICE,C L B D O I Z N T G M A
919,15,SOMATICI,A B T I Ă N E R L U M Ț F Â O
920,14,NĂCLĂIOÂI,A M S C O D R T Â U Ă E Î N
921,17,ROTIȚE,A B E D M N U F L Ț Ă V C G Z T O
922,5,PAPAGALILOR,A L I O R
923,8,FERCHEÂI,B R H Z D F Â I
924,5,BIJUTIER,B U T E R
925,2,INDE,I E
926,11,METAFORIC,A I F O M D L S C U T
927,8,COMUNISTULUI,A C O M I S T L
928,8,MEI-TĂTĂRESC,M E I P T R S C
929,15,BUHUÂENE,A R B D J E P M I S T V Î U H
930,13,BĂNUIRI,A L M C Ă B O Â D F G U N
931,7,REGLEZ,D G O M P R L
932,13,LUGOJANA,A L E N S D I U Â P B T J
933,6,NEVROZARE,C N E O Z A
934,8,PENALIZA,B A C L I H P E
935,10,DIFUZA,B U N D I P R Î E Z
936,19,EXORAȚIILE,B C T D E G V M R N P U X Ț I F Z S O
937,12,DEBENZOLEAZĂ,L Ă P I H Z Â S O N E D
938,5,TRITIUL,A E R I U
939,8,DELESTĂRI,C D R N L T I S
940,16,CONDEI,A B Ț C L M N Z U F S H D R T I
941,8,DEBARASEAZĂ,M D E B R O Z Ă
942,11,POLEIALĂ,B C I F O S N P E G Ă
943,4,ÂVEDEI,A Â D I
944,5,OERSTEDMETRE,O R S D M
945,16,PORTUNELTE,A C R O M D G I Â P Z B F T U L
946,8,VENOZITATE,A G N E T R Z I
947,9,TRIBADE,A L Ă B R G T O E
948,15,HĂMESIȚI,A B C G L P R I F M N D H S Ă
949,9,INSECURITĂȚII,M N S C U R T Ă Ț
950,9,LOSTOPAN,C R Ț N D S T P A
951,8,CASTRUL,A B L O I C S U
952,17,GUÂTERIȚĂ,A B D G O H P L E Â N C Ă T U Î R
953,15,GODINEI,B A I N J T Z C Â D Ă M S R G
954,1,TRIT,I
955,7,JUGANI,A L I D O U G
956,13,ANEMOFILI,A D E N Ț S C U G P O F L
957,3,RĂSCĂCĂRA,R S A
958,5,PROTIMISIS,P R T I M
959,4,ODORIZA,D R I A
960,9,CUNOSCUTELE,A T D E C Ă N S L
961,15,GORILEI,A C F G Â U D O L P S T Z N E
962,5,TUNOSCOP,N S C P U
963,5,ASIMILAȚII,A N S M Ț
964,17,VIORELE,A M N S B O U D I Z T P G V C H L
965,5,E-FE-DRI-NĂ,E F D I Ă
966,10,PERSIA,C A T N D M P Ă R I
967,7,TERGIVERSĂRII,T E G I V A Ă
968,6,FĂPTUIT,B D F Ă P U
969,10,SPATADRACULUI,A O E S T D R C L I
970,6,TOTALITARĂ,O L I R E Ă
971,19,SĂPUNGIU,B C J E R L I A M U F Ț T Â P G D H S
972,6,RIDICHIOARE,D C H O A E
973,11,SUBMERS,A S T B C L N Z Ă M E
974,9,ÎNMAGAZINATE,Î M G Z I R T Ă E
975,9,PARAPLEU,C P N R I S Z E U
976,5,ROI,A U E Ă O
977,16,ÎNFRIGURAȚI,M B Â Ă P L O R E N C F I G U A
978,8,DEHIDROGENEZ,E G U H I R N Z
979,14,INFIRMILOR,A B C D I N E S T O U Z R M
980,12,TICĂLOÂEASCĂ,A R B M Ă L S P T I O Â
981,11,CONTROVERSABILĂ,C N T V E S A B I L Ă
982,16,CADRIST,B I U C D J P F L M T E G O Z S
983,16,NEGURATĂ,B R G A D C F Ă L I M N O S V U
984,18,DIVULGARE,A B L N I F C O D E S M P V T Ț Ă G
985,12,VOLTAIRIENE,A M C U E F D V O L T N
986,5,EXCREȚIEI,E A C R I
987,6,MICIURINISMULUI,M C R N S L
988,8,MICROCHIMICE,D S T M C R O E
989,1,VII-IX,V
990,4,LEIBNIZ,E B N Z
991,4,ETEROCOCI,T R O I
992,9,SPAȚIALIZĂRI,I N S E P A L Z Ă
993,7,ASPECTUL,A L E S R C U
994,11,MOLIA-MĂRULUI,B R S C I T O D M L Ă
995,17,LÂCHETE,A M U S B I O R N F C P V L J Â H
996,9,TEÂMENIT,A E C R N S Â D M
997,8,PARAGANGLIOAME,P R G N L O M E
998,13,GONDOLETĂ,A R E O B H L Ă I S U N T
999,11,DEFETISTE,E B A P C R I U T O F
1000,7,CONCEDIEZ,A N I V C O D
1001,15,POȚINOKU,A N T B C O L G M P E D S Ț K
1002,7,CHEMOTACTISME,C H E O T A I
1003,16,PUDRIEREI,A B C H L R N M P F Z E S Ț T D
1004,14,DESĂRAȚI,A B T U N L I C E D M O Ă Ț
1005,8,MACHETELOR,A P C R T L H M
1006,6,NECONVERTIT,C O T I V R
1007,8,SIGURIPSEASCĂ,G U R P E A C Ă
1008,6,CITADINIZA,C A D N S Z
1009,11,BOMBOANE,D I R L Ă B O E Z C N
1010,12,DEZLÂNA,A R B L M I C V D T Z Â
1011,12,CANIÂĂ,B L I D O G Ț C E Ă F Â
1012,8,PIETROÂEL-SUR,P I E T Â L S U
1013,9,APODICTICE,A N L O R P D I E
1014,18,VORBEÂTI,A N G R B E T C F Ă M P S U Î L V O
1015,9,BIOCENTRISM,B A C E N T R S M
1016,7,LATINIZATOR,C L R I Z T N
1017,8,OCCIDENTALIZEZE,O C D N T A L Z
1018,13,ZĂCĂMINTELOR,A B D E I L Z R N O S Ă T
1019,11,PARTICIPAȚIE,C A N U F M O P T I E
1020,8,PĂLTINEL,B Ă T G M P I N
1021,6,FOLCLORISTICII,F O C R S T
1022,15,VORBULIȚE,A S R E T D F G O U I M C V Ț
1023,12,RĂRIȚEZ,B D Ț E N C L M P A R Z
1024,10,CULOT,A E Ă D I Z F T U O
1025,8,CUPLURI,B L Z D C T I P
1026,15,CONȚINÂND,A L I E R T M H U N S O D Ă Ț
1027,13,MANDIBULAR,A C H G L E R N U T Â D B
1028,11,GALVANOCAUTERISATION,E L T R N A I G V U S
1029,11,SUICIDE,A C T M P B H L U D E
1030,9,PLĂMÂNĂ-GALBENĂ,P Ă M Â N G A B E
1031,2,COCOS,N S
1032,11,TRIMIȚÂND,A N Â T E O P L M Ț D
1033,11,MAGIEI,B L G C N R D E P Ț M
1034,8,CRONOMETRIE,A H C O E T I N
1035,11,MAGNETROANE,A N E M T P H L C X G
1036,10,NECHEZURI,B C R N L P V H Z I
1037,15,NAVIGHEZE,A C N T B M U D X F G L V H Z
1038,18,MUZEALE,D R T B O C L E I N Ă P M H Ț Â S Z
1039,13,PENALIZA,B C D I M F O P G H E L Z
1040,7,DENIGRAREA,B G A L D I R
1041,17,DESĂGESC,A B U Â C L O Ă R J M P N S I F G
1042,17,MIZERABILI,A C D V S L G T N M P B U I Ă H Z
1043,9,USURARE,V E C O T U D I R
1044,5,USTURĂRI,S T A Ă I
1045,16,IMPLOZIUNE,A M L I Ț D E X H Z S R T Î U N
1046,8,MESAGERIEI,D Z M L S G R I
1047,16,TRIBALĂ,A B S C F L D V U H R N O P Â T
1048,16,SEMNIFICĂRI,A D T B O C I L P U E S N Ă H F
1049,9,EXCORPORAȚIE,C H N X P R O I A
1050,9,CROMODIAGNOSTIC,R M D I A G N S T
1051,7,EFRACȚIEI,B C O F R A Ț
1052,5,DOPA,C U D N O
1053,22,PALIDĂ,A C O U B E I G Ț N Z T F H M P V S R J Â D
1054,15,FENESTRATĂ,B C M R L D G T A Z U N Â S F
1055,8,BOTOÂĂNENCE,A B L O T Â Ă N
1056,12,CĂRĂMIZIU,A B C L E M N V R P Ă Z
1057,10,POLICULTURĂ,A V G L O T R Ă P I
1058,4,INCAPACITANT,I N P T
1059,11,RĂSCHIRA,A O E T U Ă N I G C H
1060,9,RIG,A D F N T X Ț B G
1061,6,PRAJI,A D E L R I
1062,7,SINCIPUTE,N T R E C P U
1063,10,POLIANDRĂ,A L M N C R E O I Ă
1064,17,FĂGET,A S V B O N U R Ă F I M P Â L C G
1065,5,ROÂIREA,E A J O I
1066,13,TRIPOUL,A D Ă C L I H Â U Ț N T R
